MONTH;YEAR;EDP ENERGIAS DE PORTUGAL;GALP ENERGIA SGPS;JERONIMO MARTINS;EDP RENOVAVEIS;BANCO COMR.PORTUGUES 'R';BANCO BPI;NAVIGATOR COMP;NOS SGPS;SONAE SGPS;ALTRI SGPS;CCT CORREIOS DE PORTUGAL;CORTICEIRA AMORIM;MOTA ENGIL SGPS;REN;SEMAPA;SONAE COM LIMITED DATA;CIMENTOS DE PORTL.SGPS;CIPAN LIMITED DATA;COFINA;COMPTA;CONDURIL ENGENHARIA LIMITED DATA;COPAM LIMITED DATA;ESTORIL SOL 'B';F RAMADA INVESTIMENTOS;FENALU LIMITED DATA;FUTEBOL CLUBE DO PORTO;GI.GLB.INTEL.TECHS.SGPS;IBERSOL - SGPS;IMMOBL.CON.GRAO-PARA;IMPRESA SGPS;INAPA;INTEL.SENSING ANYWHERE;LISGRAFICA;LITHO FORMAS PORTUGUESA LIMITED DATA;LUZ SAUDE;MARTIFER;MEDIA CAPITAL;MONTEPIO;NEXPONOR SICAFI REIT;NOVABASE;OLIVEIRA AND IRMAO LIMITED DATA;OREY ANTUNES;PATRIS INVESTIMENTOS;PHAROL SGPS;REDITUS;SAG GEST;SDC INVESTIMENTOS;SOCIETY AGUAS DA CURIA LIMITED DATA;SONAE CAPITAL;SONAE INDUSTRIA SGPS;SONAGI LIMITED DATA;SPORT LISBOA E BENFICA FUTEBOL;SPORTING CLUBE DE BRAGA;SPORTING LIMITED DATA;SUMOL COMPAL;TEIXEIRA DUARTE;TOYOTA CAETANO;TRANSINSULAR LIMITED DATA;VAA VISTA ALEGRE ATLANTI;BANCO SANTANDER (LIS);EURONEXT (LIS);ESTORIL SOL 'R'
10;2006;0.002785515;-0.021035599;0.009389671;NA;0;0.003379847;0;0.003174603;-0.006731992;-0.007666148;NA;0;0;NA;0.005089059;-0.011342155;0;0.011627907;-0.019178082;0;0;0;0;NA;0;0;0.041666667;-0.001033199;0.0025;-0.002272727;0;NA;-0.013589129;0.133198107;NA;NA;0;NA;NA;0.005226481;0;0;NA;0.002051824;-0.019995071;0.005494505;-0.014492754;0;NA;-0.005333841;0;NA;0;0.01754386;0;NA;0;0;-0.06705969;0.002961306;NA;0
10;2006;-0.011111111;-0.011570248;0.003322259;NA;-0.003917566;0.001674382;0;0;0;-0.002613848;NA;-0.005102041;-0.004065041;NA;-0.002531646;-0.005736138;0.003623188;-0.011494253;-0.019553073;0.00990099;0;0;0;NA;0;-0.015444015;0;-0.00623053;0;-0.009111617;0;NA;0;0;NA;NA;0;NA;NA;-0.006932409;0;0;NA;0.001029942;-0.002923701;-0.016393443;0.014705882;0;NA;0.006703055;0.204081633;NA;0;-0.010344828;0;NA;0;0;0;0.000747329;NA;0
10;2006;-0.011235955;0.001672241;-0.006622517;NA;0.003932974;0;0;0.002109705;0.006777619;0;NA;0.01025641;-0.008163265;NA;0.008883249;-0.011538462;-0.003610108;0;-0.002849003;0;0;0;0.032051282;NA;0;-0.003921569;0;0.009404389;0.047381546;0.006896552;0;NA;-0.026742301;0;NA;NA;0;NA;NA;-0.003490401;0;0;NA;-0.001028882;-0.011666036;-0.005555556;0;0;NA;0.010558356;0.096045198;NA;0;0;0;NA;0;0;0.071879937;-0.0029626;NA;0
11;2006;-0.002840909;-0.008347245;-0.01;NA;0;0.001691249;0;-0.002105263;0.006731992;0.002620698;NA;0;-0.00617284;NA;-0.005031447;-0.011673152;0;0.046511628;-0.011428571;0;0;0.051351351;0;NA;0;0.007874016;0;0;0;-0.006849315;0.00360904;NA;0;0;NA;NA;0.001204819;NA;NA;0;0;0;NA;0.002047623;0.01773751;0;0;0;NA;-0.001317771;0;NA;0.029411765;0;0;NA;0;0;-0.06705969;0.004444826;NA;0
11;2006;-0.002849003;-0.011784512;0.010774411;NA;0;-0.003357154;-0.035087719;0.006329114;-0.019986626;-0.002613848;NA;-0.005076142;-0.008281573;NA;-0.001264223;0;0.012681159;0;0;0;0;0;0;NA;0;-0.00390625;0;-0.00310559;0;-0.009195402;-0.003596062;NA;0.006661116;0;NA;NA;-0.001203369;NA;NA;-0.021015762;0;0.006349206;NA;0.002043438;0.017428374;0;0;0;NA;-0.00263902;0;NA;0;0;0;NA;0;0;0;-0.016209278;NA;0
11;2006;-0.002857143;0.00681431;0.017988008;NA;0.003927287;0.005042844;0.004545455;0.001048218;0.006747536;0.002620698;NA;0;0;NA;-0.002531646;0.003937008;-0.003577818;0.022222222;-0.014450867;0.009803922;0;0;0;NA;0;-0.003921569;0;0.003115265;0;0;0.014554491;NA;0;0;NA;NA;0;NA;NA;0.003577818;0;-0.022082019;NA;0.001025741;0.014295397;0.005586592;0;0;NA;-0.007843508;0.030927835;NA;0;-0.017421603;-0.005380923;NA;0;0;0;-0.004498068;NA;0
11;2006;0.028653295;0.003384095;0.040575916;NA;0.011716405;0.00168558;0.004524887;-0.00104712;-0.013479931;-0.00516961;NA;0;-0.004175365;NA;0.002538071;0.01372549;0.003590664;-0.076086957;-0.020527859;0;0;0;-0.031055901;NA;0;0.007874016;0;-0.002074534;0;-0.006960557;-0.003615582;NA;-0.006617039;0;NA;NA;0;NA;NA;-0.007130125;0;0.019354839;NA;0;-0.01126906;0.016666667;0;0;NA;-0.008000762;0;NA;0;0.028368794;0;NA;0;0;0;0.019571377;NA;0
11;2006;-0.002785515;0.001686341;0.016981132;NA;0.007723671;0;0.022522523;0;0.013664122;-0.00262743;NA;0.005102041;0.004192872;NA;0.032911392;-0.005802708;0.001788909;0;0.002994012;0;0;0;0;NA;0;-0.00390625;-0.04;0.004145245;0;0.004672897;0.003628702;NA;0;0;NA;NA;0.010843373;NA;NA;-0.001795332;0;-0.012658228;NA;-0.004074363;0.00571411;-0.016393443;0;0;NA;0.00268843;0;NA;0;-0.020689655;0;NA;0;0;0;0.015486319;NA;0
11;2006;0.005586592;0.003367003;-0.008658009;NA;-0.003836985;-0.005028665;0.013215859;0.001048218;0.013555238;0.002634352;NA;-0.010152284;0.002087683;NA;0.012254902;0;0;0.082352941;0;0;0;0;0;NA;0;-0.007843137;0;0.002070265;0;0;0;NA;0;0;NA;NA;-0.005959476;NA;NA;-0.001798561;0;0.016025641;NA;-0.002045516;-0.002840822;0.016666667;-0.014492754;0;NA;-0.002681222;0;NA;0;0.003521127;-0.01089791;NA;0;0;-0.071090047;0.003640747;NA;0
11;2006;0.002777778;0;0.001871491;NA;0;0;0.004347826;0.002094241;-0.006686975;-0.005196473;NA;0;0.014583333;NA;0.013317191;0.003891051;0;-0.065217391;-0.008955224;-0.009708738;0;0;0;NA;0;0;0;-0.002065988;-0.188095238;0.011627907;0;NA;-0.084096586;0;NA;NA;-0.004796163;NA;NA;0.001801802;0;0.006309148;NA;0.002049708;0.005667198;-0.016393443;0.014705882;0;NA;0.001344215;0;NA;0;0;0;NA;0;0;0.076530612;0.009417191;NA;0
11;2006;-0.002770083;0.001677852;0.02117061;NA;0;-0.005034415;-0.034632035;0;0;-0.007806081;NA;-0.01025641;0.01026694;NA;-0.010752688;-0.001937984;0;0;-0.006024096;0;0;0;0.002564103;NA;0;0.007905138;0;-0.002057868;0;-0.006896552;-0.017961278;NA;0;0;NA;NA;0;NA;NA;-0.001798561;0;-0.006269592;NA;-0.001028882;-0.0028024;0.005555556;0;0;NA;0.001342411;0;NA;0;0;0;NA;0;0;-0.071090047;-0.010043315;NA;0
11;2006;-0.002777778;0.010050251;0.004878049;NA;0;-0.003379847;0.02690583;0;0.013389184;-0.005264715;NA;-0.005181347;0.004065041;NA;-0.001207729;0.005825243;0.003571429;0;0.006060606;0;0;0;0;NA;0;-0.007843137;0;-0.001043478;0.436950147;0.006944444;0.010985748;NA;-0.007272727;0;NA;NA;0;NA;NA;-0.005405405;0;0;NA;-0.003065303;-0.002840822;0.011049724;-0.014492754;0;NA;-0.005362444;0;NA;0.085714286;0;-0.005469642;NA;0;0;0.076530612;0.00651505;NA;0
11;2006;-0.008356546;0.014925373;0.001213592;NA;-0.011536225;0.00339131;-0.021834061;-0.00522466;0.006643047;-0.023727402;NA;0;0.028340081;NA;0.009673519;0.007722008;0.008896797;0;-0.003012048;-0.039215686;0;0;0.002557545;NA;0;0.007905138;0;0.001044568;0;0;-0.003641703;NA;-0.015567766;0;NA;NA;0.012048193;NA;NA;-0.007246377;0;0.006309148;NA;0.005128647;0;0;0;-0.1;NA;0.004043516;0;NA;-0.013157895;-0.021052632;0;NA;0;0;0;-0.003594717;NA;0
11;2006;0.011235955;-0.006535948;-0.009090909;NA;0.00778379;-0.001680041;0.004464286;0.00210084;0;0.027045136;NA;0;0.003937008;NA;-0.001197605;-0.005747126;0.014109347;0;0.009063444;0.010204082;0;0;0;NA;0;-0.015686275;0;-0.001043478;0;0;0.003655014;NA;-0.039069767;0;NA;NA;0;NA;NA;0.005474453;0;-0.009404389;NA;-0.002043438;0;-0.005464481;0;0;NA;0.004027232;0;NA;0;0;0;NA;0;0;0;0.00143828;NA;0
11;2006;-0.002777778;0.003289474;-0.00795107;NA;-0.00385705;0.003365737;0;0.003144654;-0.006599208;-0.005278453;NA;0.020833333;0.02745098;NA;-0.013189448;-0.003853565;0.005217391;0.058139535;-0.008982036;0;0;0;-0.00255102;NA;0;0.015936255;0;0.001044568;0;0;0;NA;0;0;NA;NA;0;NA;NA;-0.003629764;0;-0.012658228;NA;0;0;0;0;0;NA;0;0;NA;0;0.010752688;0;NA;0.019607843;0;0;-0.001436214;NA;0
11;2006;-0.002785515;0.014754098;-0.00431566;NA;-0.007753577;0;0;0.007314525;-0.013212282;0;NA;-0.005102041;-0.007633588;NA;0.006075334;0.001934236;-0.005190311;0;-0.006042296;0.03030303;0;0;0.023017903;NA;0;0;0;0.004136646;0;-0.004597701;0.003582966;NA;0.064859632;0;NA;NA;-0.011904762;NA;NA;-0.005464481;0;0.012820513;NA;0.004095245;-0.005697831;0.005494505;-0.014705882;0;NA;-0.00668513;0;NA;0;0.010638298;0;NA;0;0;0;0.004326825;NA;0
11;2006;-0.002793296;0;-0.001857585;NA;-0.003911924;0.003374179;-0.004444444;0.007261411;0.006731992;0;NA;0.005128205;-0.003846154;NA;0;-0.019305019;-0.00173913;0;-0.015197568;0;0;-0.003341902;-0.02125;NA;0;-0.019607843;0;-0.002065988;-0.1;0.004618938;-0.003570174;NA;-0.045454545;0;NA;NA;0;NA;NA;-0.014652015;0;-0.003164557;NA;-0.005092072;-0.002834432;-0.027322404;-0.014925373;0;NA;-0.005384098;-0.1;NA;0;-0.028070175;0;NA;0;0;0;0.01007232;NA;0
11;2006;0.00280112;0.017770598;0.012406948;NA;0.007844853;-0.005034415;0;0.01338826;0.006612676;-0.002683043;NA;-0.010204082;0.007722008;NA;-0.003623188;0.005905512;0.012195122;-0.054945055;0.00617284;-0.009803922;0;0;0;NA;0;0;0;0;-0.149659864;0;-0.00722467;NA;-0.016190476;0;NA;NA;0;NA;NA;-0.011152416;0;0;NA;0.001018717;0.005715875;0;0.03030303;0;NA;-0.001353311;0;NA;0;0;0;NA;0;0;-0.071090047;0.007845176;NA;0
11;2006;-0.005586592;0.00952381;0.007965686;NA;-0.00778379;0.003379847;0;-0.00203252;0.006643047;0.008011;NA;-0.005154639;0;NA;0.001212121;0.003913894;-0.00172117;0;0.012269939;-0.04950495;0;0;0.020434227;NA;0;0;0;0;0.176;-0.002298851;0;NA;0.057115198;0;NA;NA;0;NA;NA;-0.018796992;0;-0.015873016;NA;-0.005125187;-0.002857055;0;0.014705882;0;NA;0.001355145;0;NA;0;0.010830325;0;NA;0.009615385;0;0.076530612;0.014829664;NA;0
11;2006;-0.005617978;-0.001572327;0.010942249;NA;0.003927287;-0.003368463;0.013392857;-0.00407332;0;-0.002668881;NA;0.010362694;0.005747126;NA;0.006053269;0.003898635;0;0;0.057575758;0.03125;0;0;0;NA;0;-0.012;0;-0.002057868;-0.099773243;0.043778802;0;NA;-0.046703297;0;NA;NA;0.001204819;NA;NA;0.005747126;0;0.016129032;NA;0.001035248;0.014295397;0;0;0;NA;-0.001353311;0;NA;0;-0.017857143;0;NA;0.00952381;0;0;-0.011828988;NA;0
11;2006;-0.002824859;0.003149606;-0.007817198;NA;-0.003911924;-0.001680041;0.008810573;-0.005112474;-0.006599208;0;NA;-0.005128205;0.007619048;NA;0;-0.005825243;-0.012068966;0;-0.005730659;0;0;0;-0.021276596;NA;0;0.008097166;0;-0.008285714;0.098236776;-0.008830022;0.010886286;NA;0.032660903;0;NA;NA;0;NA;NA;0.013333333;0;0.003174603;NA;0.001034177;0.008444201;-0.005617978;0;0;NA;-0.001355145;0;NA;0;0;0.005499723;NA;0;0;0;-0.014799574;NA;0
11;2006;0.011331445;0.001569859;-0.01030303;NA;0;0;0.004366812;-0.007194245;0;-0.01052569;NA;-0.010309278;-0.020793951;NA;0.002406739;0;-0.008726003;0.034883721;0;0.01010101;0;0;0;NA;0;0.004016064;-0.041666667;0.009394611;-0.089449541;-0.011135857;-0.021596629;NA;-0.023255814;0;NA;NA;0;NA;NA;0;0;-0.018987342;NA;-0.001033109;-0.005572289;0.005649718;0;0;NA;-0.014829892;0;NA;0;0.036363636;-0.010978633;NA;0;0;0;-0.029331846;NA;0
11;2006;-0.005602241;-0.001567398;-0.013472137;NA;0;0.003365737;-0.004347826;0.002070393;-0.006569235;0.018630927;NA;0.005208333;-0.027027027;NA;0;-0.009765625;0;0.02247191;-0.005763689;0.01;0;0;0.02173913;NA;0;-0.032;0;-0.001029994;0.002518892;-0.011261261;0;NA;0;0.470564837;NA;NA;-0.001203369;NA;NA;-0.005639098;0;0;NA;-0.00309022;-0.002816901;0.011235955;-0.014492754;0;NA;-0.013774105;0;NA;0;-0.024561404;0.005570144;NA;0.00754717;0;0;0.001479127;NA;0
11;2006;0;0.009419152;0.014897579;NA;0.003927287;-0.006728625;0.017467249;0.002066116;0;-0.002596023;NA;0.005181347;0.031746032;NA;0.021608643;-0.007889546;0.003521127;0.054945055;-0.002898551;-0.01980198;0;0;0;NA;0;0.008264463;0;-0.001043478;0;0.006833713;0.003708799;NA;0.023809524;0.076007574;NA;NA;0;NA;NA;0.026465028;0;-0.012903226;NA;0.001037383;0.002824859;0;0;0;NA;0.015363128;0;NA;0.04;0.017985612;0;NA;-0.026217228;0;0;0.011766716;NA;0
11;2006;0.008450704;0.0155521;-0.012232416;NA;0;0.006774206;-0.004291845;-0.003092784;0;-0.005264715;NA;0;0.019230769;NA;0.008225617;-0.001988072;0.014035088;-0.072916667;-0.011627907;0.01010101;0;0;0;NA;0;0;0.043478261;0.008294369;0;0.00678733;-0.007330592;NA;-0.015813953;0.189668175;NA;NA;0;NA;NA;0.018416206;0;0.013071895;NA;0.002060279;-0.011237316;0.005555556;0.014705882;0;NA;0.008154844;0;NA;0;0.028268551;0;NA;0.055769231;0;0;0;NA;0
12;2006;0;-0.004594181;0;NA;-0.003911924;-0.003354447;0.004310345;0;0;0.002676023;NA;-0.010309278;-0.009433962;NA;-0.006993007;0.005976096;0.015570934;0;0;-0.03;0;0;-0.01126408;NA;0;0.016393443;0;-0.001023642;0;-0.004494382;-0.014769452;NA;-0.007561437;0;NA;NA;0;NA;NA;-0.009041591;0;0.016129032;NA;-0.007202305;0.017032226;0;0;0;NA;-0.00945327;0;NA;0;-0.020618557;0;NA;-0.007285974;0;0;-0.011629871;NA;0
12;2006;0.002793296;0.013846154;0.009287926;NA;0.007844853;0.006751272;0.008583691;0.001034126;0;-0.002668881;NA;0;0.003809524;NA;0.004694836;-0.003960396;-0.00681431;0.08988764;0;0;0;0;0;NA;0;0.004032258;-0.041666667;-0.00308642;0;0.002257336;0.003717246;NA;0.007619048;0;NA;NA;0;NA;NA;-0.003649635;0;-0.015873016;NA;0;-0.013945783;0;0;0;NA;0.013675718;0;NA;0;-0.035087719;0;NA;0;0;0;0.00515099;NA;0
12;2006;0.022284123;0.030349014;0.004907975;NA;-0.00778379;-0.003362832;0.008510638;-0.013429752;0.006612676;0.002676023;NA;0;-0.003795066;NA;-0.001168224;0;0.001715266;0;-0.005882353;-0.010309278;0;0;0;NA;0;0.004016064;0;0;0;-0.002252252;0;NA;0.007561437;0;NA;NA;0;NA;NA;0.021978022;0;0;NA;0.002070958;-0.002840822;0;0;0;NA;0.009511793;0;NA;0;0;-0.005539289;NA;0;0;0;0.019757614;NA;0
12;2006;0.019073569;-0.008836524;0.010989011;NA;0;-0.001677223;0;0.010471204;0;0.005219145;NA;-0.005208333;-0.003809524;NA;0.011695906;0.001988072;0.008561644;0;0.00295858;-0.0625;0;0;0;NA;0;0.012;-0.043478261;0.003095975;-0.002512563;-0.006772009;-0.037277639;NA;-0.00750469;0;NA;NA;0;NA;NA;0.001792115;0;-0.016129032;NA;0.011372918;0.002848916;-0.005524862;-0.014492754;0;NA;0;0;NA;0;-0.010909091;0;NA;0.027522936;0;0;0.005025305;NA;0
12;2006;-0.005347594;-0.004457652;0.004227053;NA;0;0.005059889;0;0;-0.006569235;-0.002596023;NA;0.010471204;-0.015296367;NA;0.006936416;-0.007936508;0;-0.06185567;0.076696165;0;0;0;-0.002531646;NA;0;-0.011857708;0.045454545;0;0;0.002272727;0.011603708;NA;-0.007561437;0;NA;NA;0;NA;NA;-0.005366726;0;-0.013114754;NA;0;0;0.005555556;0;0;NA;-0.005384098;0;NA;0;-0.025735294;0;NA;-0.017857143;0;-0.071090047;-0.003566477;NA;0
12;2006;0.005376344;-0.005970149;-0.004810583;NA;0.003927287;-0.005034415;-0.004219409;0.001036269;-0.006686975;0;NA;0;0.001941748;NA;-0.003444317;0;0.003395586;0;0.043835616;0;0;0;0.013959391;NA;0;0;-0.043478261;-0.005148148;0;0.002267574;0.003865096;NA;-0.032380952;0;NA;NA;0;NA;NA;0.001798561;0;-0.059800664;NA;-0.002043438;-0.005681645;-0.011049724;0;0;NA;0.002706622;0;NA;0;0.018867925;0;NA;0.018181818;0;0;-0.004304604;NA;0
12;2006;0;0.010510511;0.01510574;NA;-0.007814164;0.005059889;-0.004237288;-0.004140787;0.006731992;-0.00260278;NA;0;0.001937984;NA;-0.008064516;-0.002;0.018612521;0.010989011;0.007874016;0;0;0;0;NA;0;0.004;0.045454545;0.007234777;0;0.004524887;0.003788114;NA;0;0;NA;NA;0;NA;NA;0.003590664;0;-0.010600707;NA;0.001029942;0;0.011173184;0;0;NA;-0.005398631;0;NA;0;0.011111111;0;NA;0.008928571;0;0.076530612;0.010079538;NA;0
12;2006;0;0.004457652;0.008333333;NA;0.007875706;0.003362832;0.004255319;0;0;-0.002668881;NA;0;0.003868472;NA;-0.00232288;0.012024048;-0.008305648;0.010869565;-0.015625;-0.011111111;0;0;0;NA;0;0.015936255;0;-0.002045191;0.002518892;0.015765766;0;NA;0;0;NA;NA;0;NA;NA;-0.007155635;0;0;NA;0.002045516;-0.002857055;0;0.014705882;0;NA;0;0;NA;0;-0.003663004;0;NA;0;0;0;-0.005698882;NA;0
12;2006;0.002673797;0.00887574;0.002361275;NA;0.011716405;0.003351561;-0.004237288;-0.001039501;0.006612676;0;NA;0;0.007707129;NA;-0.002328289;0.005940594;-0.001675042;0.064516129;0.010582011;-0.02247191;0;0;-0.021276596;NA;0;0;0;0.005135802;0;0.019955654;0.003835684;NA;-0.131889764;0;NA;NA;0;NA;NA;0.001801802;0;-0.017857143;NA;0.00204134;0.002865241;0;0;0;NA;0.008141902;0;NA;0;0;0;NA;0;0;0;0.007883847;NA;0
12;2006;-0.002666667;-0.005865103;-0.004711425;NA;0.015447341;-0.001660416;0.008510638;0.004162331;-0.006569235;0.005292578;NA;-0.005181347;0;NA;-0.004667445;-0.015748031;0.016778523;-0.060606061;-0.007853403;0;0;0;0;NA;0;-0.003921569;0;-0.001019456;-0.085427136;-0.010869565;0.007580426;NA;0.037414966;0;NA;NA;0;NA;NA;-0.014388489;0;-0.018181818;NA;-0.002037182;-0.002857055;0;0;0;NA;0.01211422;-0.4;NA;0;0.011029412;0;NA;0;0;0;0.006406399;NA;0
12;2006;0.002673797;0.016224189;0.006508876;NA;0.053233803;0.00835502;0;-0.002072539;0;-0.00260278;NA;0.005208333;-0.003824092;NA;0.004689332;0.006;0.021452145;0.010752688;0.002638522;-0.011494253;0;0;0;NA;0;0;-0.043478261;-0.002053287;0.181318681;0.004395604;0.00746223;NA;0.03715847;0;NA;NA;0;NA;NA;0.00729927;0;0.003703704;NA;0.001014558;0.002865241;0;-0.014492754;0;NA;-0.005319654;0;NA;0;-0.018181818;0;NA;0;0;0;0.002825256;NA;0
12;2006;0.024;-0.004354136;0.028806584;NA;-0.01444347;-0.006636395;0;0.007268951;0;-0.002668881;NA;0.005181347;-0.001919386;NA;0.001166861;0.007952286;0.001615509;0;0;0.011627907;0;0;-0.002557545;NA;0;0;0;0.004115024;0;-0.002188184;0;NA;0.008429926;0;NA;NA;0;NA;NA;0.009057971;0;0.073800738;NA;0.002051482;-0.002857055;0.005524862;-0.014705882;0;NA;0;0;NA;0;-0.003703704;0;NA;0;0;0;0.000701402;NA;0
12;2006;-0.002604167;0.001457726;0.004571429;NA;0.014655141;-0.001660416;0;0;0;-0.002616556;NA;-0.010309278;-0.001923077;NA;-0.006993007;-0.001972387;-0.00483871;0.053191489;0.010526316;-0.011494253;0;0;0.012820513;NA;0;-0.015748031;0.045454545;-0.008184049;0;0.006578947;-0.007406958;NA;0.035527691;0;NA;NA;0;NA;NA;-0.007181329;0;0.010309278;NA;-0.002047282;0.002865241;-0.010989011;0.029850746;0;NA;0.001337026;0.666666667;NA;0;0.022304833;0;NA;0.026548673;0;0;-0.010560378;NA;0
12;2006;-0.023498695;0;-0.024459613;NA;0.007212786;0.003345921;0;0;0;0.00262342;NA;0.010416667;0.001926782;NA;0.004694836;0.003952569;-0.009724473;0;-0.005208333;0;0;0;0;NA;0;0.008;-0.043478261;0.00825158;0.046511628;0.004357298;0;NA;-0.034308779;0;NA;NA;0;NA;NA;-0.005424955;0;-0.044217687;NA;0;0;-0.011111111;0;0;NA;-0.002670482;0;NA;0;-0.025454545;0;NA;0;0;0;0.000708391;NA;0
12;2006;0;0.004366812;-0.002332362;NA;-0.003580567;-0.003334763;0.008438819;0.002061856;0.006612676;-0.002616556;NA;0.020618557;-0.003846154;NA;-0.001168224;0.015748031;0.026186579;0;-0.020942408;-0.011627907;0;0;0;NA;0;-0.007936508;0;-0.005116564;0;0.013015184;0.003731115;NA;-0.008359457;0;NA;NA;0;NA;NA;0;0;0.010676157;NA;0.010208567;-0.002857055;-0.011235955;-0.014492754;0;NA;0;0;NA;0;0;0;NA;0;0;0;-0.004270933;NA;0
12;2006;0;0.002898551;-0.006428989;NA;-0.010789218;0;0;0;0;-0.002683043;NA;-0.015151515;-0.003861004;NA;0.001169591;0.007751938;-0.011164274;-0.060606061;-0.010695187;0.035294118;0;0;0;NA;0;0.016;0.045454545;0.001023642;0;-0.00856531;0.003717246;NA;0;0;NA;NA;0;NA;NA;0;0;-0.014084507;NA;-0.00909003;-0.008564915;0.011363636;0.014705882;0;NA;0.002677632;-0.005555556;NA;0;0;0.005570144;NA;0;0;0.071879937;0;NA;0
12;2006;0;0;0;NA;0;0;0;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;0;0;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
12;2006;0;0;0;NA;0;0;0;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;0;0;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
12;2006;0.00802139;0;-0.001764706;NA;0.003632627;0;-0.0041841;-0.002057613;-0.013212282;0.008011;NA;-0.005128205;-0.013565891;NA;0.011682243;-0.001923077;0.009677419;0.064516129;-0.010810811;0.011363636;0;0;0.020253165;NA;0;-0.003937008;0;-0.005125299;0;0.008639309;-0.007406958;NA;0.026343519;-0.671843634;NA;NA;0;NA;NA;-0.003636364;0;0;NA;-0.004074363;0.005779988;0;0;0;NA;-0.001335241;0;NA;0;0;0;NA;0;0;0;0.007144804;NA;0
12;2006;0.00795756;0.001445087;-0.002357101;NA;0.007247939;-0.005028665;0;-0.003092784;0.006731992;0.036830556;NA;0.010309278;0.003929273;NA;0.017321016;-0.013487476;0;-0.060606061;0;-0.02247191;0;0.031725561;-0.018610422;NA;0;-0.007905138;0;0;0;-0.004282655;0.00746223;NA;-0.008213552;0;NA;NA;0.006024096;NA;NA;-0.001824818;0;-0.017857143;NA;0.004091032;-0.002873386;0;0;0;NA;-0.001337026;-0.094972067;NA;-0.038461538;0;0.033117037;NA;0;0;0;0.003552941;NA;0
12;2006;0.010526316;0.001443001;0.004134672;NA;0.007195784;-0.006705998;0.008403361;0.009307135;0.006612676;0.030431301;NA;0;0.005870841;NA;0.003405221;-0.01953125;0.004792332;0.064516129;-0.005464481;-0.011494253;0;0;0;NA;0;0.007968127;0;0.00619195;-0.1;0.006451613;0;NA;0;0;NA;NA;0;NA;NA;0.005484461;0;-0.007272727;NA;0.003061872;0.005732346;-0.011235955;0;0;NA;0.001338816;0.111111111;NA;0;0;-0.026732029;NA;0.017241379;0;0;0.003528639;NA;0
1;2007;0;0;0;NA;0;0;0;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;NA;NA;0;0;0;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
1;2007;-0.005208333;-0.004322767;0.008823529;NA;0.007144375;0.011839474;-0.004166667;-0.00204918;-0.006569235;-0.007383146;NA;-0.005102041;0.005836576;NA;0.001131222;0.003984064;0.0063593;0;0.021978022;0;0;0;-0.012642225;NA;0;-0.003952569;0.043478261;0;0;0;0;NA;0;0;NA;NA;0;NA;NA;-0.005454545;0;0.007326007;NA;0;-0.008564915;0.011363636;0;0;NA;0.009263681;0;NA;0;0.044776119;0.043953882;NA;0;0;-0.06705969;0.017604523;NA;0
1;2007;-0.005235602;-0.015918958;0.007580175;NA;-0.003551242;0.003345921;0.0041841;0;0;-0.00497735;NA;0;0.015473888;NA;-0.001129944;0.003968254;-0.004739336;0;0.005376344;-0.011627907;0;0;0;NA;0;-0.003968254;-0.041666667;-0.004110769;0;0.010683761;0;NA;0.060041408;0.037990985;NA;NA;0.001197605;NA;NA;0.001828154;0;0.025454545;NA;-0.004074088;-0.005748912;-0.005617978;0;0;NA;0.001324754;0;NA;0;-0.032142857;0;NA;0;0;0.071879937;0.005533234;NA;0
1;2007;0.005263158;-0.027941176;0.009837963;NA;0.007118976;0;0.004166667;0.006160164;0.006612676;-0.00747527;NA;0;-0.00952381;NA;-0.001131222;0.005928854;-0.006349206;0;-0.005347594;-0.011764706;0;0;0;NA;0;-0.003984064;0;0.004127737;-0.014814815;-0.006342495;-0.003703479;NA;-0.015625;0;NA;NA;-0.001196172;NA;NA;-0.01459854;0;-0.024822695;NA;0.008169296;0.002875449;0.005649718;0;0;NA;-0.001323001;0;NA;0;-0.003690037;0;NA;-0.016949153;0;0;-0.001369988;NA;0
1;2007;-0.002617801;0.001512859;0.00286533;NA;-0.003529948;-0.005011896;-0.004149378;0.003061224;0;0.042754403;NA;-0.01025641;0.005769231;NA;-0.003397508;0.023575639;-0.009584665;-0.050505051;0;0.011904762;0;0;-0.00128041;NA;0;0.016;0.043478261;-0.001033846;0.002506266;-0.00212766;-0.011212675;NA;0.074404762;0;NA;NA;0.001197605;NA;NA;-0.011111111;0;0.018181818;NA;0.002022747;-0.002867205;0.005617978;0.057971014;0;NA;-0.006529145;0;NA;-0.333333333;0;-0.005239352;NA;0;0;0;-0.000697366;NA;0
